household_type,income_group,year,means_tested_transfers,medicaid,snap,ssi,other_transfers
elderly_headed_hh,middle_quintile,2011,3.1,2.0,0.2,0.3,0.6
elderly_headed_hh,middle_quintile,2012,3.0,1.9,0.2,0.3,0.5
elderly_headed_hh,middle_quintile,2013,2.8,1.8,0.2,0.3,0.5
elderly_headed_hh,middle_quintile,2014,3.3,2.2,0.2,0.3,0.6
elderly_headed_hh,fourth_quintile,1979,0.3,0.2,,0.1,
elderly_headed_hh,fourth_quintile,1980,0.4,0.2,,0.1,
elderly_headed_hh,fourth_quintile,1981,0.3,0.2,,0.1,
elderly_headed_hh,fourth_quintile,1982,0.3,0.2,,0.1,
elderly_headed_hh,fourth_quintile,1983,0.2,0.1,,0.1,
elderly_headed_hh,fourth_quintile,1984,0.2,0.1,,0.1,
elderly_headed_hh,fourth_quintile,1985,0.2,0.1,,0.1,
elderly_headed_hh,fourth_quintile,1986,0.3,0.2,,0.1,
elderly_headed_hh,fourth_quintile,1987,0.2,0.1,,,
elderly_headed_hh,fourth_quintile,1988,0.3,0.1,,0.1,0.1
elderly_headed_hh,fourth_quintile,1989,0.3,0.1,,0.1,
elderly_headed_hh,fourth_quintile,1990,0.2,0.1,,0.1,0.1
elderly_headed_hh,fourth_quintile,1991,0.3,0.2,,0.1,
elderly_headed_hh,fourth_quintile,1992,0.4,0.3,,0.1,
elderly_headed_hh,fourth_quintile,1993,0.5,0.3,,0.1,
elderly_headed_hh,fourth_quintile,1994,0.6,0.5,,0.1,
elderly_headed_hh,fourth_quintile,1995,0.7,0.5,,0.1,
elderly_headed_hh,fourth_quintile,1996,0.7,0.6,,0.1,
elderly_headed_hh,fourth_quintile,1997,0.8,0.6,,0.1,
elderly_headed_hh,fourth_quintile,1998,0.8,0.7,,0.1,
elderly_headed_hh,fourth_quintile,1999,0.6,0.5,,0.1,
elderly_headed_hh,fourth_quintile,2000,0.8,0.6,,0.1,
elderly_headed_hh,fourth_quintile,2001,0.8,0.7,,0.1,
elderly_headed_hh,fourth_quintile,2002,1.0,0.9,,0.1,
elderly_headed_hh,fourth_quintile,2003,1.1,1.0,,0.1,
elderly_headed_hh,fourth_quintile,2004,1.2,1.0,,0.1,
elderly_headed_hh,fourth_quintile,2005,1.2,1.1,,0.1,
elderly_headed_hh,fourth_quintile,2006,1.2,1.0,,0.1,0.2
elderly_headed_hh,fourth_quintile,2007,1.5,1.1,,0.2,0.2
elderly_headed_hh,fourth_quintile,2008,1.1,0.8,,0.2,0.1
elderly_headed_hh,fourth_quintile,2009,1.3,1.0,,0.1,0.2
elderly_headed_hh,fourth_quintile,2010,1.4,1.0,,0.1,0.2
elderly_headed_hh,fourth_quintile,2011,1.1,0.8,,0.1,0.1
elderly_headed_hh,fourth_quintile,2012,1.0,0.8,,0.1,0.1
elderly_headed_hh,fourth_quintile,2013,1.1,0.8,,0.1,0.2
elderly_headed_hh,fourth_quintile,2014,1.4,1.0,,0.1,0.2
elderly_headed_hh,highest_quintile,1979,0.1,0.1,,,
elderly_headed_hh,highest_quintile,1980,0.1,,,,
elderly_headed_hh,highest_quintile,1981,0.1,,,,
elderly_headed_hh,highest_quintile,1982,0.1,,,,
elderly_headed_hh,highest_quintile,1983,,,,,
elderly_headed_hh,highest_quintile,1984,0.1,,,,
elderly_headed_hh,highest_quintile,1985,,,,,
elderly_headed_hh,highest_quintile,1986,,,,,
elderly_headed_hh,highest_quintile,1987,0.1,,,,
elderly_headed_hh,highest_quintile,1988,0.1,,,,
elderly_headed_hh,highest_quintile,1989,0.1,,,,
elderly_headed_hh,highest_quintile,1990,0.1,,,,
elderly_headed_hh,highest_quintile,1991,0.1,,,,
elderly_headed_hh,highest_quintile,1992,0.1,0.1,,,
elderly_headed_hh,highest_quintile,1993,0.1,0.1,,,
elderly_headed_hh,highest_quintile,1994,0.2,0.1,,,
elderly_headed_hh,highest_quintile,1995,0.2,0.2,,,
elderly_headed_hh,highest_quintile,1996,0.2,0.2,,,
elderly_headed_hh,highest_quintile,1997,0.2,0.2,,,
elderly_headed_hh,highest_quintile,1998,0.3,0.2,,,
elderly_headed_hh,highest_quintile,1999,0.2,0.2,,,
elderly_headed_hh,highest_quintile,2000,0.2,0.2,,,
elderly_headed_hh,highest_quintile,2001,0.2,0.2,,,
elderly_headed_hh,highest_quintile,2002,0.2,0.2,,,
elderly_headed_hh,highest_quintile,2003,0.3,0.3,,,
elderly_headed_hh,highest_quintile,2004,0.3,0.3,,,
elderly_headed_hh,highest_quintile,2005,0.3,0.2,,,
elderly_headed_hh,highest_quintile,2006,0.3,0.2,,,
elderly_headed_hh,highest_quintile,2007,0.3,0.2,,,
elderly_headed_hh,highest_quintile,2008,0.3,0.2,,,
elderly_headed_hh,highest_quintile,2009,0.4,0.3,,,
elderly_headed_hh,highest_quintile,2010,0.4,0.3,,,
elderly_headed_hh,highest_quintile,2011,0.2,0.1,,,
elderly_headed_hh,highest_quintile,2012,0.2,0.2,,,
elderly_headed_hh,highest_quintile,2013,0.3,0.2,,,
elderly_headed_hh,highest_quintile,2014,0.3,0.2,,,
elderly_headed_hh,percentiles_81_90,1979,0.3,0.1,,0.1,
elderly_headed_hh,percentiles_81_90,1980,0.2,0.1,,0.1,
elderly_headed_hh,percentiles_81_90,1981,0.1,0.1,,,
elderly_headed_hh,percentiles_81_90,1982,0.2,0.1,,,
elderly_headed_hh,percentiles_81_90,1983,0.1,0.1,,,
elderly_headed_hh,percentiles_81_90,1984,0.1,0.1,,,
elderly_headed_hh,percentiles_81_90,1985,0.1,,,,
elderly_headed_hh,percentiles_81_90,1986,0.1,,,,
elderly_headed_hh,percentiles_81_90,1987,0.1,0.1,,,
elderly_headed_hh,percentiles_81_90,1988,0.2,0.1,,,0.1
elderly_headed_hh,percentiles_81_90,1989,0.1,,,,
elderly_headed_hh,percentiles_81_90,1990,0.1,0.1,,,
elderly_headed_hh,percentiles_81_90,1991,0.2,0.1,,0.1,
elderly_headed_hh,percentiles_81_90,1992,0.2,0.1,,0.1,
elderly_headed_hh,percentiles_81_90,1993,0.4,0.3,,0.1,
elderly_headed_hh,percentiles_81_90,1994,0.3,0.2,,0.1,
elderly_headed_hh,percentiles_81_90,1995,0.4,0.3,,,
elderly_headed_hh,percentiles_81_90,1996,0.4,0.3,,0.1,
elderly_headed_hh,percentiles_81_90,1997,0.4,0.3,,0.1,
elderly_headed_hh,percentiles_81_90,1998,0.5,0.5,,0.1,
elderly_headed_hh,percentiles_81_90,1999,0.5,0.4,,0.1,
elderly_headed_hh,percentiles_81_90,2000,0.5,0.4,,0.1,
elderly_headed_hh,percentiles_81_90,2001,0.4,0.4,,0.1,
elderly_headed_hh,percentiles_81_90,2002,0.5,0.4,,0.1,
elderly_headed_hh,percentiles_81_90,2003,0.7,0.7,,,
elderly_headed_hh,percentiles_81_90,2004,0.7,0.6,,0.1,
elderly_headed_hh,percentiles_81_90,2005,0.6,0.5,,0.1,
elderly_headed_hh,percentiles_81_90,2006,0.7,0.6,,0.1,0.1
elderly_headed_hh,percentiles_81_90,2007,0.8,0.6,,0.1,0.1
elderly_headed_hh,percentiles_81_90,2008,0.6,0.4,,0.1,0.1
elderly_headed_hh,percentiles_81_90,2009,0.8,0.6,,0.1,0.1
elderly_headed_hh,percentiles_81_90,2010,0.7,0.5,,,0.1
elderly_headed_hh,percentiles_81_90,2011,0.4,0.3,,,
elderly_headed_hh,percentiles_81_90,2012,0.6,0.5,,0.1,0.1
elderly_headed_hh,percentiles_81_90,2013,0.6,0.5,,,0.1
elderly_headed_hh,percentiles_81_90,2014,0.7,0.5,,,0.1
elderly_headed_hh,percentiles_91_95,1979,0.1,0.1,,,
elderly_headed_hh,percentiles_91_95,1980,0.1,,,,
elderly_headed_hh,percentiles_91_95,1981,0.1,0.1,,,
elderly_headed_hh,percentiles_91_95,1982,0.1,0.1,,,
elderly_headed_hh,percentiles_91_95,1983,,,,,
elderly_headed_hh,percentiles_91_95,1984,0.1,,,,
elderly_headed_hh,percentiles_91_95,1985,,,,,
elderly_headed_hh,percentiles_91_95,1986,0.1,,,,
elderly_headed_hh,percentiles_91_95,1987,,,,,
elderly_headed_hh,percentiles_91_95,1988,0.1,,,,
elderly_headed_hh,percentiles_91_95,1989,0.1,,,,
elderly_headed_hh,percentiles_91_95,1990,0.1,0.1,,,
elderly_headed_hh,percentiles_91_95,1991,0.1,,,,
elderly_headed_hh,percentiles_91_95,1992,0.1,0.1,,,
elderly_headed_hh,percentiles_91_95,1993,0.1,0.1,,,
elderly_headed_hh,percentiles_91_95,1994,0.2,0.2,,,
elderly_headed_hh,percentiles_91_95,1995,0.2,0.2,,,
elderly_headed_hh,percentiles_91_95,1996,0.3,0.3,,0.1,
elderly_headed_hh,percentiles_91_95,1997,0.2,0.2,,,
elderly_headed_hh,percentiles_91_95,1998,0.4,0.3,,0.1,
elderly_headed_hh,percentiles_91_95,1999,0.3,0.2,,,
elderly_headed_hh,percentiles_91_95,2000,0.2,0.2,,,
elderly_headed_hh,percentiles_91_95,2001,0.3,0.2,,0.1,
elderly_headed_hh,percentiles_91_95,2002,0.3,0.3,,,
elderly_headed_hh,percentiles_91_95,2003,0.3,0.3,,,
elderly_headed_hh,percentiles_91_95,2004,0.3,0.3,,,
elderly_headed_hh,percentiles_91_95,2005,0.4,0.3,,,
elderly_headed_hh,percentiles_91_95,2006,0.5,0.4,,,0.1
elderly_headed_hh,percentiles_91_95,2007,0.5,0.4,,,0.1
elderly_headed_hh,percentiles_91_95,2008,0.5,0.4,,,
elderly_headed_hh,percentiles_91_95,2009,0.4,0.3,,,
elderly_headed_hh,percentiles_91_95,2010,0.5,0.4,,,0.1
elderly_headed_hh,percentiles_91_95,2011,0.3,0.2,,,
elderly_headed_hh,percentiles_91_95,2012,0.3,0.3,,,
elderly_headed_hh,percentiles_91_95,2013,0.4,0.3,,,
elderly_headed_hh,percentiles_91_95,2014,0.4,0.3,,,0.1
elderly_headed_hh,percentiles_96_99,1979,0.1,0.1,,,
elderly_headed_hh,percentiles_96_99,1980,,,,,
elderly_headed_hh,percentiles_96_99,1981,,,,,
elderly_headed_hh,percentiles_96_99,1982,,,,,
elderly_headed_hh,percentiles_96_99,1983,,,,,
elderly_headed_hh,percentiles_96_99,1984,0.1,,,,
elderly_headed_hh,percentiles_96_99,1985,,,,,
elderly_headed_hh,percentiles_96_99,1986,,,,,
elderly_headed_hh,percentiles_96_99,1987,0.1,,,,
elderly_headed_hh,percentiles_96_99,1988,,,,,
elderly_headed_hh,percentiles_96_99,1989,0.1,,,,0.1
elderly_headed_hh,percentiles_96_99,1990,0.1,,,,0.1
elderly_headed_hh,percentiles_96_99,1991,0.1,,,,
elderly_headed_hh,percentiles_96_99,1992,,,,,
elderly_headed_hh,percentiles_96_99,1993,,,,,
elderly_headed_hh,percentiles_96_99,1994,0.2,0.2,,,
elderly_headed_hh,percentiles_96_99,1995,0.1,0.1,,,
elderly_headed_hh,percentiles_96_99,1996,0.1,0.1,,,
elderly_headed_hh,percentiles_96_99,1997,0.2,0.1,,,
elderly_headed_hh,percentiles_96_99,1998,0.2,0.2,,,
elderly_headed_hh,percentiles_96_99,1999,0.2,0.1,,,
elderly_headed_hh,percentiles_96_99,2000,0.2,0.2,,,
elderly_headed_hh,percentiles_96_99,2001,0.2,0.1,,,
elderly_headed_hh,percentiles_96_99,2002,0.2,0.2,,,
elderly_headed_hh,percentiles_96_99,2003,0.3,0.3,,,
elderly_headed_hh,percentiles_96_99,2004,0.3,0.3,,,
elderly_headed_hh,percentiles_96_99,2005,0.2,0.2,,,
elderly_headed_hh,percentiles_96_99,2006,0.2,0.2,,,
elderly_headed_hh,percentiles_96_99,2007,0.3,0.2,,,0.1
elderly_headed_hh,percentiles_96_99,2008,0.2,0.2,,,
elderly_headed_hh,percentiles_96_99,2009,0.2,0.2,,,
elderly_headed_hh,percentiles_96_99,2010,0.2,0.2,,,
elderly_headed_hh,percentiles_96_99,2011,0.1,0.1,,,
elderly_headed_hh,percentiles_96_99,2012,0.1,0.1,,,
elderly_headed_hh,percentiles_96_99,2013,0.2,0.2,,,
elderly_headed_hh,percentiles_96_99,2014,0.2,0.1,,,
elderly_headed_hh,top_1_percent,1979,,,,,
elderly_headed_hh,top_1_percent,1980,,,,,
elderly_headed_hh,top_1_percent,1981,,,,,
elderly_headed_hh,top_1_percent,1982,,,,,
elderly_headed_hh,top_1_percent,1983,,,,,
elderly_headed_hh,top_1_percent,1984,,,,,
elderly_headed_hh,top_1_percent,1985,,,,,
elderly_headed_hh,top_1_percent,1986,,,,,
elderly_headed_hh,top_1_percent,1987,,,,,
elderly_headed_hh,top_1_percent,1988,,,,,
elderly_headed_hh,top_1_percent,1989,,,,,
elderly_headed_hh,top_1_percent,1990,,,,,
elderly_headed_hh,top_1_percent,1991,,,,,
elderly_headed_hh,top_1_percent,1992,,,,,
elderly_headed_hh,top_1_percent,1993,,,,,
elderly_headed_hh,top_1_percent,1994,,,,,
elderly_headed_hh,top_1_percent,1995,,,,,
elderly_headed_hh,top_1_percent,1996,,,,,
elderly_headed_hh,top_1_percent,1997,,,,,
elderly_headed_hh,top_1_percent,1998,0.1,,,,
elderly_headed_hh,top_1_percent,1999,,,,,
elderly_headed_hh,top_1_percent,2000,,,,,
elderly_headed_hh,top_1_percent,2001,,,,,
elderly_headed_hh,top_1_percent,2002,,,,,
elderly_headed_hh,top_1_percent,2003,,,,,
elderly_headed_hh,top_1_percent,2004,,,,,
elderly_headed_hh,top_1_percent,2005,,,,,
elderly_headed_hh,top_1_percent,2006,0.1,,,,
elderly_headed_hh,top_1_percent,2007,,,,,
elderly_headed_hh,top_1_percent,2008,0.1,,,,
elderly_headed_hh,top_1_percent,2009,,,,,
elderly_headed_hh,top_1_percent,2010,0.1,0.1,,,
elderly_headed_hh,top_1_percent,2011,,,,,
elderly_headed_hh,top_1_percent,2012,,,,,
elderly_headed_hh,top_1_percent,2013,,,,,
elderly_headed_hh,top_1_percent,2014,,,,,
nonelderly_childless_hh,all_quintiles,1979,1.0,0.3,0.1,0.4,0.2
nonelderly_childless_hh,all_quintiles,1980,1.0,0.3,0.1,0.4,0.2
nonelderly_childless_hh,all_quintiles,1981,1.1,0.4,0.2,0.4,0.2
nonelderly_childless_hh,all_quintiles,1982,1.1,0.4,0.1,0.4,0.2
nonelderly_childless_hh,all_quintiles,1983,1.1,0.4,0.1,0.4,0.2
nonelderly_childless_hh,all_quintiles,1984,1.1,0.4,0.1,0.4,0.2
nonelderly_childless_hh,all_quintiles,1985,1.0,0.4,0.1,0.4,0.2
nonelderly_childless_hh,all_quintiles,1986,1.1,0.4,0.1,0.4,0.2
nonelderly_childless_hh,all_quintiles,1987,1.1,0.4,0.1,0.4,0.2
nonelderly_childless_hh,all_quintiles,1988,1.0,0.4,0.1,0.4,0.2
nonelderly_childless_hh,all_quintiles,1989,1.1,0.5,0.1,0.4,0.2
nonelderly_childless_hh,all_quintiles,1990,1.2,0.5,0.1,0.4,0.2
nonelderly_childless_hh,all_quintiles,1991,1.4,0.6,0.1,0.5,0.2
nonelderly_childless_hh,all_quintiles,1992,1.5,0.7,0.2,0.5,0.2
nonelderly_childless_hh,all_quintiles,1993,1.6,0.8,0.2,0.5,0.2
nonelderly_childless_hh,all_quintiles,1994,1.7,0.9,0.2,0.5,0.2
nonelderly_childless_hh,all_quintiles,1995,1.8,1.0,0.1,0.5,0.2
nonelderly_childless_hh,all_quintiles,1996,1.7,1.0,0.1,0.5,0.2
nonelderly_childless_hh,all_quintiles,1997,1.8,1.0,0.1,0.5,0.2
nonelderly_childless_hh,all_quintiles,1998,1.8,1.1,0.1,0.5,0.1
nonelderly_childless_hh,all_quintiles,1999,1.9,1.2,0.1,0.4,0.1
nonelderly_childless_hh,all_quintiles,2000,1.9,1.3,0.1,0.4,0.1
nonelderly_childless_hh,all_quintiles,2001,2.2,1.5,0.1,0.5,0.1
nonelderly_childless_hh,all_quintiles,2002,2.5,1.7,0.1,0.5,0.2
nonelderly_childless_hh,all_quintiles,2003,2.6,1.8,0.1,0.5,0.1
nonelderly_childless_hh,all_quintiles,2004,2.6,1.9,0.1,0.5,0.1
nonelderly_childless_hh,all_quintiles,2005,2.5,1.8,0.2,0.4,0.1
nonelderly_childless_hh,all_quintiles,2006,2.4,1.7,0.1,0.4,0.2
nonelderly_childless_hh,all_quintiles,2007,2.5,1.7,0.1,0.4,0.2
nonelderly_childless_hh,all_quintiles,2008,2.8,1.9,0.2,0.5,0.2
nonelderly_childless_hh,all_quintiles,2009,3.3,2.2,0.3,0.5,0.3
nonelderly_childless_hh,all_quintiles,2010,3.5,2.3,0.4,0.6,0.3
nonelderly_childless_hh,all_quintiles,2011,3.6,2.3,0.4,0.6,0.3
nonelderly_childless_hh,all_quintiles,2012,3.5,2.3,0.4,0.6,0.3
nonelderly_childless_hh,all_quintiles,2013,3.7,2.4,0.4,0.6,0.3
nonelderly_childless_hh,all_quintiles,2014,4.1,2.9,0.4,0.6,0.3
nonelderly_childless_hh,lowest_quintile,1979,24.6,7.2,2.7,10.4,4.3
nonelderly_childless_hh,lowest_quintile,1980,26.4,8.1,3.3,10.5,4.6
nonelderly_childless_hh,lowest_quintile,1981,28.1,8.6,4.2,10.7,4.7
nonelderly_childless_hh,lowest_quintile,1982,27.4,8.7,4.0,9.6,5.0
nonelderly_childless_hh,lowest_quintile,1983,30.9,9.7,4.5,10.6,6.2
nonelderly_childless_hh,lowest_quintile,1984,26.3,8.3,3.3,9.1,5.6
nonelderly_childless_hh,lowest_quintile,1985,27.7,9.1,3.5,9.2,5.9
nonelderly_childless_hh,lowest_quintile,1986,27.8,9.5,3.4,9.7,5.2
nonelderly_childless_hh,lowest_quintile,1987,29.6,10.4,3.0,10.9,5.2
nonelderly_childless_hh,lowest_quintile,1988,31.7,11.4,3.2,11.7,5.4
nonelderly_childless_hh,lowest_quintile,1989,31.5,12.8,3.0,10.4,5.4
nonelderly_childless_hh,lowest_quintile,1990,30.4,12.0,3.4,9.5,5.5
nonelderly_childless_hh,lowest_quintile,1991,35.3,14.7,3.9,11.8,4.9
nonelderly_childless_hh,lowest_quintile,1992,38.4,16.4,4.5,11.8,5.7
nonelderly_childless_hh,lowest_quintile,1993,42.4,18.8,4.7,13.2,5.7
nonelderly_childless_hh,lowest_quintile,1994,43.9,21.0,4.4,13.1,5.3
nonelderly_childless_hh,lowest_quintile,1995,40.3,20.0,4.0,11.7,4.5
nonelderly_childless_hh,lowest_quintile,1996,44.5,22.5,4.0,12.9,5.2
nonelderly_childless_hh,lowest_quintile,1997,42.5,22.8,3.1,12.0,4.6
nonelderly_childless_hh,lowest_quintile,1998,42.3,23.4,2.6,12.1,4.2
nonelderly_childless_hh,lowest_quintile,1999,38.8,23.1,2.3,10.2,3.3
nonelderly_childless_hh,lowest_quintile,2000,44.6,27.5,2.5,10.7,3.9
nonelderly_childless_hh,lowest_quintile,2001,47.7,29.6,2.6,11.5,4.0
nonelderly_childless_hh,lowest_quintile,2002,49.6,31.6,2.8,11.3,3.9
nonelderly_childless_hh,lowest_quintile,2003,51.3,33.1,3.5,10.9,3.9
nonelderly_childless_hh,lowest_quintile,2004,51.2,33.9,3.9,10.2,3.2
nonelderly_childless_hh,lowest_quintile,2005,48.9,32.0,4.3,9.3,3.2
nonelderly_childless_hh,lowest_quintile,2006,45.5,28.2,3.6,9.8,3.9
nonelderly_childless_hh,lowest_quintile,2007,39.8,24.9,3.2,8.4,3.3
nonelderly_childless_hh,lowest_quintile,2008,41.5,25.7,3.8,8.7,3.3
nonelderly_childless_hh,lowest_quintile,2009,49.9,29.8,5.8,10.2,4.1
nonelderly_childless_hh,lowest_quintile,2010,51.8,30.6,6.9,10.3,3.9
nonelderly_childless_hh,lowest_quintile,2011,52.7,29.9,8.2,10.4,4.2
nonelderly_childless_hh,lowest_quintile,2012,57.1,32.6,8.8,11.5,4.3
nonelderly_childless_hh,lowest_quintile,2013,57.7,34.1,8.1,11.7,3.7
nonelderly_childless_hh,lowest_quintile,2014,66.6,42.6,7.6,11.2,5.2
nonelderly_childless_hh,second_quintile,1979,1.9,0.7,0.2,0.7,0.3
nonelderly_childless_hh,second_quintile,1980,2.2,0.7,0.3,0.8,0.4
nonelderly_childless_hh,second_quintile,1981,2.2,0.9,0.3,0.7,0.4
nonelderly_childless_hh,second_quintile,1982,2.1,0.9,0.2,0.7,0.4
nonelderly_childless_hh,second_quintile,1983,2.0,0.8,0.2,0.6,0.3
nonelderly_childless_hh,second_quintile,1984,2.0,0.7,0.2,0.7,0.3
nonelderly_childless_hh,second_quintile,1985,1.7,0.7,0.2,0.6,0.2
nonelderly_childless_hh,second_quintile,1986,2.6,1.1,0.1,1.0,0.3
nonelderly_childless_hh,second_quintile,1987,2.5,1.1,0.2,0.9,0.4
nonelderly_childless_hh,second_quintile,1988,2.8,1.3,0.2,0.9,0.4
nonelderly_childless_hh,second_quintile,1989,3.1,1.4,0.2,1.2,0.3
nonelderly_childless_hh,second_quintile,1990,3.2,1.5,0.2,1.1,0.4
nonelderly_childless_hh,second_quintile,1991,3.8,1.8,0.4,1.1,0.5
nonelderly_childless_hh,second_quintile,1992,4.9,2.5,0.5,1.4,0.5
nonelderly_childless_hh,second_quintile,1993,4.8,2.5,0.4,1.3,0.5
nonelderly_childless_hh,second_quintile,1994,5.1,2.9,0.5,1.2,0.5
nonelderly_childless_hh,second_quintile,1995,5.7,3.6,0.4,1.3,0.5
nonelderly_childless_hh,second_quintile,1996,4.9,3.1,0.4,1.1,0.5
nonelderly_childless_hh,second_quintile,1997,5.3,3.5,0.2,1.3,0.4
nonelderly_childless_hh,second_quintile,1998,5.4,3.7,0.2,1.2,0.3
nonelderly_childless_hh,second_quintile,1999,5.8,4.2,0.2,1.2,0.3
nonelderly_childless_hh,second_quintile,2000,6.0,4.5,0.2,1.1,0.3
nonelderly_childless_hh,second_quintile,2001,6.8,5.2,0.2,1.1,0.4
nonelderly_childless_hh,second_quintile,2002,7.5,5.8,0.2,1.2,0.3
nonelderly_childless_hh,second_quintile,2003,8.5,6.5,0.3,1.4,0.4
nonelderly_childless_hh,second_quintile,2004,8.9,7.0,0.3,1.3,0.3
nonelderly_childless_hh,second_quintile,2005,8.7,6.8,0.4,1.3,0.3
nonelderly_childless_hh,second_quintile,2006,8.8,6.4,0.4,1.2,0.8
nonelderly_childless_hh,second_quintile,2007,8.6,6.3,0.3,1.2,0.8
nonelderly_childless_hh,second_quintile,2008,9.6,7.1,0.5,1.2,0.8
nonelderly_childless_hh,second_quintile,2009,11.2,7.9,0.9,1.4,1.0
nonelderly_childless_hh,second_quintile,2010,11.6,8.0,1.1,1.5,1.1
nonelderly_childless_hh,second_quintile,2011,12.3,8.5,1.2,1.5,1.0
nonelderly_childless_hh,second_quintile,2012,12.0,8.5,1.2,1.4,1.0
nonelderly_childless_hh,second_quintile,2013,12.0,8.3,1.2,1.4,1.2
nonelderly_childless_hh,second_quintile,2014,13.7,9.9,1.2,1.5,1.2
nonelderly_childless_hh,middle_quintile,1979,0.6,0.2,,0.2,0.1
nonelderly_childless_hh,middle_quintile,1980,0.6,0.3,0.1,0.2,0.1
nonelderly_childless_hh,middle_quintile,1981,0.6,0.2,0.1,0.2,0.1
nonelderly_childless_hh,middle_quintile,1982,0.6,0.2,,0.3,0.1
nonelderly_childless_hh,middle_quintile,1983,0.7,0.3,0.1,0.3,0.1
nonelderly_childless_hh,middle_quintile,1984,0.6,0.2,,0.3,0.1
nonelderly_childless_hh,middle_quintile,1985,0.7,0.3,,0.3,0.1
nonelderly_childless_hh,middle_quintile,1986,0.7,0.3,,0.3,0.1
nonelderly_childless_hh,middle_quintile,1987,0.8,0.3,,0.3,0.1
nonelderly_childless_hh,middle_quintile,1988,0.7,0.4,,0.2,0.2
nonelderly_childless_hh,middle_quintile,1989,0.8,0.4,,0.3,0.1
nonelderly_childless_hh,middle_quintile,1990,1.0,0.5,,0.3,0.1
nonelderly_childless_hh,middle_quintile,1991,1.2,0.6,0.1,0.4,0.1
nonelderly_childless_hh,middle_quintile,1992,1.2,0.6,0.1,0.4,0.1
nonelderly_childless_hh,middle_quintile,1993,1.4,0.7,0.1,0.4,0.2
nonelderly_childless_hh,middle_quintile,1994,1.2,0.8,0.1,0.2,0.1
nonelderly_childless_hh,middle_quintile,1995,1.5,0.9,0.1,0.4,0.1
nonelderly_childless_hh,middle_quintile,1996,1.5,0.9,0.1,0.4,0.1
nonelderly_childless_hh,middle_quintile,1997,1.3,0.9,,0.3,0.1
nonelderly_childless_hh,middle_quintile,1998,1.4,1.0,,0.3,0.1
nonelderly_childless_hh,middle_quintile,1999,1.6,1.2,,0.4,
nonelderly_childless_hh,middle_quintile,2000,1.7,1.3,,0.3,0.1
nonelderly_childless_hh,middle_quintile,2001,1.8,1.4,,0.3,0.1
nonelderly_childless_hh,middle_quintile,2002,2.1,1.6,,0.3,0.1
nonelderly_childless_hh,middle_quintile,2003,2.3,1.9,,0.3,0.1
nonelderly_childless_hh,middle_quintile,2004,2.5,2.0,,0.4,0.1
nonelderly_childless_hh,middle_quintile,2005,2.7,2.2,0.1,0.4,0.1
nonelderly_childless_hh,middle_quintile,2006,2.3,1.8,0.1,0.3,0.2
nonelderly_childless_hh,middle_quintile,2007,2.5,1.9,0.1,0.3,0.1
nonelderly_childless_hh,middle_quintile,2008,2.7,2.0,0.1,0.4,0.2
nonelderly_childless_hh,middle_quintile,2009,3.1,2.3,0.1,0.4,0.2
nonelderly_childless_hh,middle_quintile,2010,3.0,2.3,0.2,0.3,0.2
nonelderly_childless_hh,middle_quintile,2011,3.5,2.6,0.2,0.5,0.2
nonelderly_childless_hh,middle_quintile,2012,3.6,2.6,0.2,0.5,0.2
nonelderly_childless_hh,middle_quintile,2013,3.2,2.4,0.2,0.4,0.2
nonelderly_childless_hh,middle_quintile,2014,4.1,3.1,0.2,0.5,0.3
nonelderly_childless_hh,fourth_quintile,1979,0.3,0.1,,0.1,
nonelderly_childless_hh,fourth_quintile,1980,0.2,0.1,,0.1,
nonelderly_childless_hh,fourth_quintile,1981,0.2,0.1,,0.1,
nonelderly_childless_hh,fourth_quintile,1982,0.2,0.1,,0.1,
nonelderly_childless_hh,fourth_quintile,1983,0.3,0.1,,0.1,
nonelderly_childless_hh,fourth_quintile,1984,0.3,0.1,,0.1,
nonelderly_childless_hh,fourth_quintile,1985,0.2,0.1,,0.1,
nonelderly_childless_hh,fourth_quintile,1986,0.2,0.1,,0.1,
nonelderly_childless_hh,fourth_quintile,1987,0.3,0.1,,0.1,
nonelderly_childless_hh,fourth_quintile,1988,0.2,0.1,,0.1,
nonelderly_childless_hh,fourth_quintile,1989,0.3,0.1,,0.1,
nonelderly_childless_hh,fourth_quintile,1990,0.4,0.2,,0.1,
nonelderly_childless_hh,fourth_quintile,1991,0.4,0.2,,0.1,
nonelderly_childless_hh,fourth_quintile,1992,0.5,0.2,,0.2,
nonelderly_childless_hh,fourth_quintile,1993,0.5,0.3,,0.1,
nonelderly_childless_hh,fourth_quintile,1994,0.5,0.4,,0.1,
nonelderly_childless_hh,fourth_quintile,1995,0.5,0.3,,0.1,
nonelderly_childless_hh,fourth_quintile,1996,0.5,0.3,,0.2,
nonelderly_childless_hh,fourth_quintile,1997,0.5,0.4,,0.1,
nonelderly_childless_hh,fourth_quintile,1998,0.6,0.5,,0.1,
nonelderly_childless_hh,fourth_quintile,1999,0.6,0.5,,0.1,
nonelderly_childless_hh,fourth_quintile,2000,0.6,0.5,,0.1,
nonelderly_childless_hh,fourth_quintile,2001,0.7,0.5,,0.1,
nonelderly_childless_hh,fourth_quintile,2002,0.9,0.7,,0.1,
nonelderly_childless_hh,fourth_quintile,2003,0.9,0.7,,0.1,
nonelderly_childless_hh,fourth_quintile,2004,0.9,0.7,,0.1,
